Mutant Variable Name,Mutated Class,Mutated Method,Original Binary Operator,Mutated Binary Operator
_mut8562,org.apache.tools.ant.taskdefs.Get,isMoved_789,||,&&
_mut8563,org.apache.tools.ant.taskdefs.Get,isMoved_789,==,!=
_mut8564,org.apache.tools.ant.taskdefs.Get,isMoved_789,==,<
_mut8565,org.apache.tools.ant.taskdefs.Get,isMoved_789,==,>
_mut8566,org.apache.tools.ant.taskdefs.Get,isMoved_789,==,<=
_mut8567,org.apache.tools.ant.taskdefs.Get,isMoved_789,==,>=
_mut8568,org.apache.tools.ant.taskdefs.Get,isMoved_789,||,&&
_mut8569,org.apache.tools.ant.taskdefs.Get,downloadFile_796,<,==
_mut8570,org.apache.tools.ant.taskdefs.Get,downloadFile_796,<,!=
_mut8571,org.apache.tools.ant.taskdefs.Get,downloadFile_796,<,>
_mut8572,org.apache.tools.ant.taskdefs.Get,downloadFile_796,<,<=
_mut8573,org.apache.tools.ant.taskdefs.Get,downloadFile_796,<,>=
_mut8574,org.apache.tools.ant.taskdefs.Get,downloadFile_796,&&,||
_mut8575,org.apache.tools.ant.taskdefs.Get,downloadFile_796,>=,==
_mut8576,org.apache.tools.ant.taskdefs.Get,downloadFile_796,>=,!=
_mut8577,org.apache.tools.ant.taskdefs.Get,downloadFile_796,>=,<
_mut8578,org.apache.tools.ant.taskdefs.Get,downloadFile_796,>=,>
_mut8579,org.apache.tools.ant.taskdefs.Get,downloadFile_796,>=,<=
_mut8580,org.apache.tools.ant.taskdefs.Get,downloadFile_796,&&,||
_mut8581,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,==,!=
_mut8582,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,==,<
_mut8583,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,==,>
_mut8584,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,==,<=
_mut8585,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,==,>=
_mut8586,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,!=,==
_mut8587,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,!=,<
_mut8588,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,!=,>
_mut8589,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,!=,<=
_mut8590,org.apache.tools.ant.taskdefs.Get,updateTimeStamp_848,!=,>=
_mut8591,org.apache.tools.ant.taskdefs.Get,closeStreams_879,&&,||
_mut8592,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,ChangeLogParser_80,<,==
_mut8593,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,ChangeLogParser_80,<,!=
_mut8594,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,ChangeLogParser_80,<,>
_mut8595,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,ChangeLogParser_80,<,<=
_mut8596,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,ChangeLogParser_80,<,>=
_mut8597,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processComment_160,-,+
_mut8598,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processComment_160,-,*
_mut8599,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processComment_160,-,/
_mut8600,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processComment_160,-,%
_mut8601,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processComment_160,-,+
_mut8602,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processComment_160,-,*
_mut8603,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processComment_160,-,/
_mut8604,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processComment_160,-,%
_mut8605,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,&&,||
_mut8606,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,&&,||
_mut8607,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,>=,==
_mut8608,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,>=,!=
_mut8609,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,>=,<
_mut8610,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,>=,>
_mut8611,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,>=,<=
_mut8612,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,+,-
_mut8613,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,+,*
_mut8614,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,+,/
_mut8615,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,+,%
_mut8616,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,+,-
_mut8617,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,+,*
_mut8618,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,+,/
_mut8619,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,+,%
_mut8620,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,<,==
_mut8621,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,<,!=
_mut8622,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,<,>
_mut8623,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,<,<=
_mut8624,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,<,>=
_mut8625,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,==,!=
_mut8626,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,==,<
_mut8627,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,==,>
_mut8628,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,==,<=
_mut8629,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processFile_186,==,>=
_mut8630,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,-
_mut8631,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,*
_mut8632,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,/
_mut8633,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,%
_mut8634,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,-
_mut8635,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,*
_mut8636,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,/
_mut8637,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,%
_mut8638,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,-
_mut8639,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,*
_mut8640,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,/
_mut8641,org.apache.tools.ant.taskdefs.cvslib.ChangeLogParser,processDate_236,+,%
_mut8642,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,+
_mut8643,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,-
_mut8644,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,/
_mut8645,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,%
_mut8646,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,+
_mut8647,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,-
_mut8648,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,/
_mut8649,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,%
_mut8650,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,+
_mut8651,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,-
_mut8652,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,/
_mut8653,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,%
_mut8654,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,+
_mut8655,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,-
_mut8656,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,/
_mut8657,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,*,%
_mut8658,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,-,+
_mut8659,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,-,*
_mut8660,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,-,/
_mut8661,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,setDaysinpast_169,-,%
_mut8662,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,==
_mut8663,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,!=
_mut8664,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,>
_mut8665,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,<=
_mut8666,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,>=
_mut8667,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,||,&&
_mut8668,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,==
_mut8669,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,!=
_mut8670,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,>
_mut8671,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,<=
_mut8672,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,execute_224,<,>=
_mut8673,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,validate_337,&&,||
_mut8674,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,validate_337,||,&&
_mut8675,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,validate_337,||,&&
_mut8676,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,validate_337,&&,||
_mut8677,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,filterEntrySet_391,&&,||
_mut8678,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,filterEntrySet_391,&&,||
_mut8679,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,filterEntrySet_391,<,==
_mut8680,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,filterEntrySet_391,<,!=
_mut8681,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,filterEntrySet_391,<,>
_mut8682,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,filterEntrySet_391,<,<=
_mut8683,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,filterEntrySet_391,<,>=
_mut8684,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,replaceAuthorIdWithName_435,<,==
_mut8685,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,replaceAuthorIdWithName_435,<,!=
_mut8686,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,replaceAuthorIdWithName_435,<,>
_mut8687,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,replaceAuthorIdWithName_435,<,<=
_mut8688,org.apache.tools.ant.taskdefs.cvslib.ChangeLogTask,replaceAuthorIdWithName_435,<,>=
_mut8689,org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,printChangeLog_57,<,==
_mut8690,org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,printChangeLog_57,<,!=
_mut8691,org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,printChangeLog_57,<,>
_mut8692,org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,printChangeLog_57,<,<=
_mut8693,org.apache.tools.ant.taskdefs.cvslib.ChangeLogWriter,printChangeLog_57,<,>=
_mut8694,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,*,+
_mut8695,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,*,-
_mut8696,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,*,/
_mut8697,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,*,%
_mut8698,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,<,==
_mut8699,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,<,!=
_mut8700,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,<,>
_mut8701,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,<,<=
_mut8702,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,<,>=
_mut8703,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,*,+
_mut8704,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,*,-
_mut8705,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,*,/
_mut8706,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,*,%
_mut8707,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,+,-
_mut8708,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,+,*
_mut8709,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,+,/
_mut8710,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,+,%
_mut8711,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,==,!=
_mut8712,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,==,<
_mut8713,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,==,>
_mut8714,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,==,<=
_mut8715,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,==,>=
_mut8716,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,/,+
_mut8717,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,/,-
_mut8718,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,/,*
_mut8719,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,/,%
_mut8720,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,>=,==
_mut8721,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,>=,!=
_mut8722,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,>=,<
_mut8723,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,>=,>
_mut8724,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,supportsCvsLogWithSOption_84,>=,<=
_mut8725,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8726,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,==,!=
_mut8727,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,==,<
_mut8728,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,==,>
_mut8729,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,==,<=
_mut8730,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,==,>=
_mut8731,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8732,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8733,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8734,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8735,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8736,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8737,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8738,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8739,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8740,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,&&,||
_mut8741,org.apache.tools.ant.taskdefs.cvslib.CvsVersion,execute_111,||,&&
_mut8742,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,parseRDiff_297,||,&&
_mut8743,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,parseRDiff_297,||,&&
_mut8744,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,==,!=
_mut8745,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,==,<
_mut8746,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,==,>
_mut8747,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,==,<=
_mut8748,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,==,>=
_mut8749,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,!=,==
_mut8750,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,!=,<
_mut8751,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,!=,>
_mut8752,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,!=,<=
_mut8753,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,!=,>=
_mut8754,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,+,-
_mut8755,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,+,*
_mut8756,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,+,/
_mut8757,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileIsNew_352,+,%
_mut8758,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,==,!=
_mut8759,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,==,<
_mut8760,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,==,>
_mut8761,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,==,<=
_mut8762,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,==,>=
_mut8763,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,+,-
_mut8764,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,+,*
_mut8765,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,+,/
_mut8766,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,+,%
_mut8767,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,+,-
_mut8768,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,+,*
_mut8769,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,+,/
_mut8770,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileHasChanged_371,+,%
_mut8771,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,==,!=
_mut8772,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,==,<
_mut8773,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,==,>
_mut8774,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,==,<=
_mut8775,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,==,>=
_mut8776,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,!=,==
_mut8777,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,!=,<
_mut8778,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,!=,>
_mut8779,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,!=,<=
_mut8780,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,!=,>=
_mut8781,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,+,-
_mut8782,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,+,*
_mut8783,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,+,/
_mut8784,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,doFileWasRemoved_392,+,%
_mut8785,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,validate_496,&&,||
_mut8786,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,validate_496,&&,||
_mut8787,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,validate_496,&&,||
_mut8788,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,validate_496,&&,||
_mut8789,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,validate_496,&&,||
_mut8790,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,handlePackageNames_528,<,==
_mut8791,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,handlePackageNames_528,<,!=
_mut8792,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,handlePackageNames_528,<,>
_mut8793,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,handlePackageNames_528,<,<=
_mut8794,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,handlePackageNames_528,<,>=
_mut8795,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,==
_mut8796,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,!=
_mut8797,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,>
_mut8798,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,<=
_mut8799,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,>=
_mut8800,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,==
_mut8801,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,!=
_mut8802,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,>
_mut8803,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,<=
_mut8804,org.apache.tools.ant.taskdefs.cvslib.CvsTagDiff,removePackageName_557,<,>=
_mut8805,org.apache.tools.ant.taskdefs.PathConvert,apply_143,||,&&
_mut8806,org.apache.tools.ant.taskdefs.PathConvert,setTargetos_244,&&,||
_mut8807,org.apache.tools.ant.taskdefs.PathConvert,execute_336,<,==
_mut8808,org.apache.tools.ant.taskdefs.PathConvert,execute_336,<,!=
_mut8809,org.apache.tools.ant.taskdefs.PathConvert,execute_336,<,>
_mut8810,org.apache.tools.ant.taskdefs.PathConvert,execute_336,<,<=
_mut8811,org.apache.tools.ant.taskdefs.PathConvert,execute_336,<,>=
_mut8812,org.apache.tools.ant.taskdefs.PathConvert,execute_336,&&,||
_mut8813,org.apache.tools.ant.taskdefs.PathConvert,execute_336,>,==
_mut8814,org.apache.tools.ant.taskdefs.PathConvert,execute_336,>,!=
_mut8815,org.apache.tools.ant.taskdefs.PathConvert,execute_336,>,<
_mut8816,org.apache.tools.ant.taskdefs.PathConvert,execute_336,>,<=
_mut8817,org.apache.tools.ant.taskdefs.PathConvert,execute_336,>,>=
_mut8818,org.apache.tools.ant.taskdefs.PathConvert,execute_336,||,&&
_mut8819,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,!=,==
_mut8820,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,!=,<
_mut8821,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,!=,>
_mut8822,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,!=,<=
_mut8823,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,!=,>=
_mut8824,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,<,==
_mut8825,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,<,!=
_mut8826,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,<,>
_mut8827,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,<,<=
_mut8828,org.apache.tools.ant.taskdefs.PathConvert,mapElement_420,<,>=
_mut8829,org.apache.tools.ant.taskdefs.Copyfile,execute_83,>,==
_mut8830,org.apache.tools.ant.taskdefs.Copyfile,execute_83,>,!=
_mut8831,org.apache.tools.ant.taskdefs.Copyfile,execute_83,>,<
_mut8832,org.apache.tools.ant.taskdefs.Copyfile,execute_83,>,<=
_mut8833,org.apache.tools.ant.taskdefs.Copyfile,execute_83,>,>=
_mut8834,org.apache.tools.ant.taskdefs.Copyfile,execute_83,||,&&
_mut8835,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,!=,==
_mut8836,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,!=,<
_mut8837,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,!=,>
_mut8838,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,!=,<=
_mut8839,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,!=,>=
_mut8840,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,<,==
_mut8841,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,<,!=
_mut8842,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,<,>
_mut8843,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,<,<=
_mut8844,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,<,>=
_mut8845,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,>,==
_mut8846,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,>,!=
_mut8847,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,>,<
_mut8848,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,>,<=
_mut8849,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,>,>=
_mut8850,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,||,&&
_mut8851,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,||,&&
_mut8852,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,==,!=
_mut8853,org.apache.tools.ant.taskdefs.AntStructure,printElementDecl_284,==,<
