Mutant Variable Name,Mutated Class,Mutated Method,Original Binary Operator,Mutated Binary Operator
_mut0,org.apache.tools.zip.ZipLong,getValue_146,+,-
_mut1,org.apache.tools.zip.ZipLong,getValue_146,+,*
_mut2,org.apache.tools.zip.ZipLong,getValue_146,+,/
_mut3,org.apache.tools.zip.ZipLong,getValue_146,+,%
_mut4,org.apache.tools.zip.ZipLong,getValue_146,+,-
_mut5,org.apache.tools.zip.ZipLong,getValue_146,+,*
_mut6,org.apache.tools.zip.ZipLong,getValue_146,+,/
_mut7,org.apache.tools.zip.ZipLong,getValue_146,+,%
_mut8,org.apache.tools.zip.ZipLong,getValue_146,+,-
_mut9,org.apache.tools.zip.ZipLong,getValue_146,+,*
_mut10,org.apache.tools.zip.ZipLong,getValue_146,+,/
_mut11,org.apache.tools.zip.ZipLong,getValue_146,+,%
_mut12,org.apache.tools.zip.ZipLong,equals_169,||,&&
_mut13,org.apache.tools.zip.ZipLong,equals_169,==,!=
_mut14,org.apache.tools.zip.ZipLong,equals_169,==,<
_mut15,org.apache.tools.zip.ZipLong,equals_169,==,>
_mut16,org.apache.tools.zip.ZipLong,equals_169,==,<=
_mut17,org.apache.tools.zip.ZipLong,equals_169,==,>=
_mut18,org.apache.tools.zip.ZipShort,putShort_81,+,-
_mut19,org.apache.tools.zip.ZipShort,putShort_81,+,*
_mut20,org.apache.tools.zip.ZipShort,putShort_81,+,/
_mut21,org.apache.tools.zip.ZipShort,putShort_81,+,%
_mut22,org.apache.tools.zip.ZipShort,getValue_113,+,-
_mut23,org.apache.tools.zip.ZipShort,getValue_113,+,*
_mut24,org.apache.tools.zip.ZipShort,getValue_113,+,/
_mut25,org.apache.tools.zip.ZipShort,getValue_113,+,%
_mut26,org.apache.tools.zip.ZipShort,equals_134,||,&&
_mut27,org.apache.tools.zip.ZipShort,equals_134,==,!=
_mut28,org.apache.tools.zip.ZipShort,equals_134,==,<
_mut29,org.apache.tools.zip.ZipShort,equals_134,==,>
_mut30,org.apache.tools.zip.ZipShort,equals_134,==,<=
_mut31,org.apache.tools.zip.ZipShort,equals_134,==,>=
_mut32,org.apache.tools.zip.AbstractUnicodeExtraField,assembleData_75,+,-
_mut33,org.apache.tools.zip.AbstractUnicodeExtraField,assembleData_75,+,*
_mut34,org.apache.tools.zip.AbstractUnicodeExtraField,assembleData_75,+,/
_mut35,org.apache.tools.zip.AbstractUnicodeExtraField,assembleData_75,+,%
_mut36,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,<,==
_mut37,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,<,!=
_mut38,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,<,>
_mut39,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,<,<=
_mut40,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,<,>=
_mut41,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,!=,==
_mut42,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,!=,<
_mut43,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,!=,>
_mut44,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,!=,<=
_mut45,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,!=,>=
_mut46,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,+,-
_mut47,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,+,*
_mut48,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,+,/
_mut49,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,+,%
_mut50,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,-,+
_mut51,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,-,*
_mut52,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,-,/
_mut53,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,-,%
_mut54,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,+,-
_mut55,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,+,*
_mut56,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,+,/
_mut57,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,+,%
_mut58,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,-,+
_mut59,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,-,*
_mut60,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,-,/
_mut61,org.apache.tools.zip.AbstractUnicodeExtraField,parseFromLocalFileData_162,-,%
_mut62,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataLength_107,*,+
_mut63,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataLength_107,*,-
_mut64,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataLength_107,*,/
_mut65,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataLength_107,*,%
_mut66,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataData_120,||,&&
_mut67,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataData_120,||,&&
_mut68,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataData_120,*,+
_mut69,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataData_120,*,-
_mut70,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataData_120,*,/
_mut71,org.apache.tools.zip.Zip64ExtendedInformationExtraField,getLocalFileDataData_120,*,%
_mut72,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,==,!=
_mut73,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,==,<
_mut74,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,==,>
_mut75,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,==,<=
_mut76,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,==,>=
_mut77,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,*,+
_mut78,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,*,-
_mut79,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,*,/
_mut80,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,*,%
_mut81,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,<,==
_mut82,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,<,!=
_mut83,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,<,>
_mut84,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,<,<=
_mut85,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,<,>=
_mut86,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,*,+
_mut87,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,*,-
_mut88,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,*,/
_mut89,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,*,%
_mut90,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,-,+
_mut91,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,-,*
_mut92,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,-,/
_mut93,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,-,%
_mut94,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,==
_mut95,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,!=
_mut96,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,<
_mut97,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,>
_mut98,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,<=
_mut99,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,==
_mut100,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,!=
_mut101,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,<
_mut102,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,>
_mut103,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromLocalFileData_148,>=,<=
_mut104,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,*,+
_mut105,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,*,-
_mut106,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,*,/
_mut107,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,*,%
_mut108,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,>=,==
_mut109,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,>=,!=
_mut110,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,>=,<
_mut111,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,>=,>
_mut112,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,>=,<=
_mut113,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,*,+
_mut114,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,*,-
_mut115,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,*,/
_mut116,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,*,%
_mut117,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,%,+
_mut118,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,%,-
_mut119,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,%,*
_mut120,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,%,/
_mut121,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,+,-
_mut122,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,+,*
_mut123,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,+,/
_mut124,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,+,%
_mut125,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,-,+
_mut126,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,-,*
_mut127,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,-,/
_mut128,org.apache.tools.zip.Zip64ExtendedInformationExtraField,parseFromCentralDirectoryData_178,-,%
_mut129,org.apache.tools.zip.Zip64ExtendedInformationExtraField,reparseCentralDirectoryData_219,<,==
_mut130,org.apache.tools.zip.Zip64ExtendedInformationExtraField,reparseCentralDirectoryData_219,<,!=
_mut131,org.apache.tools.zip.Zip64ExtendedInformationExtraField,reparseCentralDirectoryData_219,<,>
_mut132,org.apache.tools.zip.Zip64ExtendedInformationExtraField,reparseCentralDirectoryData_219,<,<=
_mut133,org.apache.tools.zip.Zip64ExtendedInformationExtraField,reparseCentralDirectoryData_219,<,>=
_mut134,org.apache.tools.zip.Simple8BitZipEncoding,compareTo_61,-,+
_mut135,org.apache.tools.zip.Simple8BitZipEncoding,compareTo_61,-,*
_mut136,org.apache.tools.zip.Simple8BitZipEncoding,compareTo_61,-,/
_mut137,org.apache.tools.zip.Simple8BitZipEncoding,compareTo_61,-,%
_mut138,org.apache.tools.zip.Simple8BitZipEncoding,equals_71,==,!=
_mut139,org.apache.tools.zip.Simple8BitZipEncoding,equals_71,==,<
_mut140,org.apache.tools.zip.Simple8BitZipEncoding,equals_71,==,>
_mut141,org.apache.tools.zip.Simple8BitZipEncoding,equals_71,==,<=
_mut142,org.apache.tools.zip.Simple8BitZipEncoding,equals_71,==,>=
_mut143,org.apache.tools.zip.Simple8BitZipEncoding,equals_71,&&,||
_mut144,org.apache.tools.zip.Simple8BitZipEncoding,decodeByte_124,>=,==
_mut145,org.apache.tools.zip.Simple8BitZipEncoding,decodeByte_124,>=,!=
_mut146,org.apache.tools.zip.Simple8BitZipEncoding,decodeByte_124,>=,<
_mut147,org.apache.tools.zip.Simple8BitZipEncoding,decodeByte_124,>=,>
_mut148,org.apache.tools.zip.Simple8BitZipEncoding,decodeByte_124,>=,<=
_mut149,org.apache.tools.zip.Simple8BitZipEncoding,decodeByte_124,+,-
_mut150,org.apache.tools.zip.Simple8BitZipEncoding,decodeByte_124,+,*
_mut151,org.apache.tools.zip.Simple8BitZipEncoding,decodeByte_124,+,/
_mut152,org.apache.tools.zip.Simple8BitZipEncoding,decodeByte_124,+,%
_mut153,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,>=,==
_mut154,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,>=,!=
_mut155,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,>=,<
_mut156,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,>=,>
_mut157,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,>=,<=
_mut158,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,<,==
_mut159,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,<,!=
_mut160,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,<,>
_mut161,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,<,<=
_mut162,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,<,>=
_mut163,org.apache.tools.zip.Simple8BitZipEncoding,canEncodeChar_138,&&,||
_mut164,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,>=,==
_mut165,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,>=,!=
_mut166,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,>=,<
_mut167,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,>=,>
_mut168,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,>=,<=
_mut169,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,<,==
_mut170,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,<,!=
_mut171,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,<,>
_mut172,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,<,<=
_mut173,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,<,>=
_mut174,org.apache.tools.zip.Simple8BitZipEncoding,pushEncodedChar_157,&&,||
_mut175,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,-,+
_mut176,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,-,*
_mut177,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,-,/
_mut178,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,-,%
_mut179,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,/,+
_mut180,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,/,-
_mut181,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,/,*
_mut182,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,/,%
_mut183,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,+,-
_mut184,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,+,*
_mut185,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,+,/
_mut186,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,+,%
_mut187,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,<,==
_mut188,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,<,!=
_mut189,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,<,>
_mut190,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,<,<=
_mut191,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,<,>=
_mut192,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,+,-
_mut193,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,+,*
_mut194,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,+,/
_mut195,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,+,%
_mut196,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>,==
_mut197,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>,!=
_mut198,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>,<
_mut199,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>,<=
_mut200,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>,>=
_mut201,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>=,==
_mut202,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>=,!=
_mut203,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>=,<
_mut204,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>=,>
_mut205,org.apache.tools.zip.Simple8BitZipEncoding,encodeHighChar_178,>=,<=
_mut206,org.apache.tools.zip.Simple8BitZipEncoding,canEncode_217,<,==
_mut207,org.apache.tools.zip.Simple8BitZipEncoding,canEncode_217,<,!=
_mut208,org.apache.tools.zip.Simple8BitZipEncoding,canEncode_217,<,>
_mut209,org.apache.tools.zip.Simple8BitZipEncoding,canEncode_217,<,<=
_mut210,org.apache.tools.zip.Simple8BitZipEncoding,canEncode_217,<,>=
_mut211,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,-
_mut212,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,*
_mut213,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,/
_mut214,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,%
_mut215,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,-
_mut216,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,*
_mut217,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,/
_mut218,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,%
_mut219,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,/,+
_mut220,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,/,-
_mut221,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,/,*
_mut222,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,/,%
_mut223,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,-
_mut224,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,*
_mut225,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,/
_mut226,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,%
_mut227,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,==
_mut228,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,!=
_mut229,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,>
_mut230,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,<=
_mut231,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,>=
_mut232,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,-
_mut233,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,*
_mut234,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,/
_mut235,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,+,%
_mut236,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,==
_mut237,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,!=
_mut238,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,>
_mut239,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,<=
_mut240,org.apache.tools.zip.Simple8BitZipEncoding,encode_234,<,>=
_mut241,org.apache.tools.zip.Simple8BitZipEncoding,decode_258,<,==
_mut242,org.apache.tools.zip.Simple8BitZipEncoding,decode_258,<,!=
_mut243,org.apache.tools.zip.Simple8BitZipEncoding,decode_258,<,>
_mut244,org.apache.tools.zip.Simple8BitZipEncoding,decode_258,<,<=
_mut245,org.apache.tools.zip.Simple8BitZipEncoding,decode_258,<,>=
_mut246,org.apache.tools.zip.ZipOutputStream,setEncoding_387,&&,||
_mut247,org.apache.tools.zip.ZipOutputStream,setUseLanguageEncodingFlag_414,&&,||
_mut248,org.apache.tools.zip.ZipOutputStream,finish_496,-,+
_mut249,org.apache.tools.zip.ZipOutputStream,finish_496,-,*
_mut250,org.apache.tools.zip.ZipOutputStream,finish_496,-,/
_mut251,org.apache.tools.zip.ZipOutputStream,finish_496,-,%
_mut252,org.apache.tools.zip.ZipOutputStream,writeCentralDirectoryInChunks_516,*,+
_mut253,org.apache.tools.zip.ZipOutputStream,writeCentralDirectoryInChunks_516,*,-
_mut254,org.apache.tools.zip.ZipOutputStream,writeCentralDirectoryInChunks_516,*,/
_mut255,org.apache.tools.zip.ZipOutputStream,writeCentralDirectoryInChunks_516,*,%
_mut256,org.apache.tools.zip.ZipOutputStream,writeCentralDirectoryInChunks_516,>,==
_mut257,org.apache.tools.zip.ZipOutputStream,writeCentralDirectoryInChunks_516,>,!=
_mut258,org.apache.tools.zip.ZipOutputStream,writeCentralDirectoryInChunks_516,>,<
_mut259,org.apache.tools.zip.ZipOutputStream,writeCentralDirectoryInChunks_516,>,<=
_mut260,org.apache.tools.zip.ZipOutputStream,writeCentralDirectoryInChunks_516,>,>=
_mut261,org.apache.tools.zip.ZipOutputStream,closeEntry_540,-,+
_mut262,org.apache.tools.zip.ZipOutputStream,closeEntry_540,-,*
_mut263,org.apache.tools.zip.ZipOutputStream,closeEntry_540,-,/
_mut264,org.apache.tools.zip.ZipOutputStream,closeEntry_540,-,%
_mut265,org.apache.tools.zip.ZipOutputStream,checkIfNeedsZip64_651,&&,||
_mut266,org.apache.tools.zip.ZipOutputStream,isZip64Required_662,||,&&
_mut267,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,==
_mut268,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,!=
_mut269,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,<
_mut270,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,>
_mut271,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,<=
_mut272,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,==
_mut273,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,!=
_mut274,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,<
_mut275,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,>
_mut276,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,>=,<=
_mut277,org.apache.tools.zip.ZipOutputStream,isTooLageForZip32_666,||,&&
_mut278,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,||,&&
_mut279,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,+
_mut280,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,-
_mut281,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,/
_mut282,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,%
_mut283,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,+
_mut284,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,-
_mut285,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,/
_mut286,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,%
_mut287,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,+
_mut288,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,-
_mut289,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,/
_mut290,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,%
_mut291,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,+
_mut292,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,-
_mut293,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,/
_mut294,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,*,%
_mut295,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,-,+
_mut296,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,-,*
_mut297,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,-,/
_mut298,org.apache.tools.zip.ZipOutputStream,rewriteSizesAndCrc_678,-,%
_mut299,org.apache.tools.zip.ZipOutputStream,putNextEntry_729,&&,||
_mut300,org.apache.tools.zip.ZipOutputStream,putNextEntry_729,&&,||
_mut301,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,&&,||
_mut302,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,==
_mut303,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,!=
_mut304,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,<
_mut305,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,>
_mut306,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,<=
_mut307,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,==
_mut308,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,!=
_mut309,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,<
_mut310,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,>
_mut311,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,>=,<=
_mut312,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,||,&&
_mut313,org.apache.tools.zip.ZipOutputStream,validateSizeInformation_796,&&,||
_mut314,org.apache.tools.zip.ZipOutputStream,shouldAddZip64Extra_837,>=,==
_mut315,org.apache.tools.zip.ZipOutputStream,shouldAddZip64Extra_837,>=,!=
_mut316,org.apache.tools.zip.ZipOutputStream,shouldAddZip64Extra_837,>=,<
_mut317,org.apache.tools.zip.ZipOutputStream,shouldAddZip64Extra_837,>=,>
_mut318,org.apache.tools.zip.ZipOutputStream,shouldAddZip64Extra_837,>=,<=
_mut319,org.apache.tools.zip.ZipOutputStream,shouldAddZip64Extra_837,||,&&
_mut320,org.apache.tools.zip.ZipOutputStream,shouldAddZip64Extra_837,>=,==
